# M_red = 0.333
# r   H0R/R  dR/R  d2R/R tot.
2.167948e+01   1.216206e-03 9.860690e-04   4.155820e-04 4.174251e-03   -3.569268e-04 6.217986e-04 1.274861e-03 4.538521e-03
2.264950e+01   1.220442e-03 1.344770e-04   6.501938e-04 4.448589e-03   -1.225002e-04 8.247287e-04 1.748136e-03 3.758337e-03
2.362202e+01   1.197067e-03 5.654434e-04   9.986546e-04 4.848183e-03   1.344801e-04 9.741428e-04 2.330202e-03 4.439484e-03
2.459675e+01   -4.944753e-05 5.273130e-04   1.297676e-03 5.246944e-03   2.997908e-05 1.222170e-03 1.278207e-03 4.552087e-03
8.717798e+00   -8.381689e-03 1.365241e-03   -3.723177e-03 5.275117e-04   -7.495530e-04 6.350312e-04 -1.285442e-02 1.472761e-03
9.433981e+00   -8.585000e-03 1.380113e-03   -3.580388e-03 3.556229e-04   -1.009430e-03 6.022112e-04 -1.317482e-02 1.626702e-03
1.019804e+01   -7.240330e-03 6.315377e-04   -3.471228e-03 1.251525e-04   -1.114144e-03 4.413617e-04 -1.182570e-02 9.477469e-04
1.100000e+01   -5.760519e-03 1.122536e-05   -3.247475e-03 5.117096e-05   -9.529936e-04 2.623599e-04 -9.960988e-03 3.247562e-04
1.183216e+01   -2.529139e-03 1.156038e-04   -2.740998e-03 1.872261e-04   -5.633585e-04 4.013672e-04 -5.833496e-03 9.853721e-05
1.268858e+01   -2.650253e-03 1.267460e-03   -2.213566e-03 5.308390e-04   -7.613301e-04 7.175434e-04 -5.625149e-03 1.454164e-03
1.356466e+01   -2.601241e-03 8.872820e-04   -2.291612e-03 6.540568e-04   -7.849206e-04 6.805604e-04 -5.677774e-03 9.137856e-04
1.445683e+01   -5.801782e-04 1.434751e-05   -2.329514e-03 5.626587e-04   -5.603995e-04 4.156319e-04 -3.470092e-03 1.326793e-04
1.536229e+01   -9.225731e-04 8.710245e-04   -1.921345e-03 7.258421e-04   -6.831937e-04 4.594028e-04 -3.527112e-03 6.045852e-04
1.627882e+01   -1.345012e-03 4.714851e-04   -1.934314e-03 8.046640e-04   -4.612029e-04 3.685974e-04 -3.740529e-03 9.075517e-04
1.720465e+01   -4.545951e-04 1.013231e-03   -1.785957e-03 5.143851e-04   -1.246273e-04 3.161532e-04 -2.365179e-03 1.211463e-03
1.813836e+01   1.309129e-03 4.728572e-04   -1.143923e-03 3.005892e-04   2.458446e-05 3.017031e-05 1.897900e-04 1.420977e-04
1.907878e+01   4.555604e-04 1.768080e-04   -7.512724e-04 1.254776e-03   1.243016e-05 1.859646e-04 -2.832818e-04 8.920038e-04
2.002498e+01   -4.085103e-04 1.216705e-03   -4.021837e-04 2.136606e-03   -1.682601e-04 1.030492e-04 -9.789541e-04 3.250262e-03
2.097618e+01   3.055810e-04 1.692571e-03   -2.069118e-04 2.999075e-03   -2.009160e-04 2.672320e-04 -1.022468e-04 4.424414e-03
2.193171e+01   -2.465567e-04 1.091354e-03   -2.522159e-05 3.779736e-03   -1.625986e-04 7.152200e-04 -4.343769e-04 4.155869e-03
2.289105e+01   -2.723094e-04 6.558976e-04   2.469768e-04 4.184441e-03   3.140633e-05 1.016488e-03 6.073676e-06 3.823851e-03
2.385372e+01   6.661532e-04 7.748868e-04   6.641371e-04 4.747976e-03   2.017312e-04 1.352600e-03 1.532021e-03 4.170262e-03
2.481935e+01   2.094273e-04 4.857586e-04   8.039637e-04 4.947199e-03   2.473165e-04 1.520495e-03 1.260707e-03 3.912463e-03
1.009950e+01   -6.704912e-03 8.552655e-04   -3.215505e-03 2.599956e-04   -1.171202e-03 3.943465e-04 -1.109162e-02 9.896164e-04
1.081665e+01   -6.048524e-03 6.196460e-04   -2.776090e-03 1.621131e-04   -1.121283e-03 8.865077e-05 -9.945897e-03 6.931084e-04
1.157584e+01   -4.610961e-03 3.376210e-04   -2.384478e-03 4.159044e-05   -8.242578e-04 1.113841e-04 -7.819696e-03 4.074147e-04
1.236932e+01   -1.660765e-03 8.659251e-04   -2.047743e-03 1.529691e-04   -4.113629e-04 3.988317e-04 -4.119871e-03 1.111788e-03
1.319091e+01   -1.176351e-03 1.138714e-03   -1.954375e-03 5.034631e-04   -3.794898e-04 6.605245e-04 -3.510216e-03 1.295776e-03
1.403567e+01   -1.030456e-03 1.008472e-03   -1.987189e-03 7.791117e-04   -5.890693e-04 6.804716e-04 -3.606714e-03 9.098315e-04
1.489966e+01   -2.575078e-03 2.632983e-04   -2.049826e-03 8.177047e-04   -7.679374e-04 5.644784e-04 -5.392842e-03 1.007198e-05
1.577973e+01   -1.701119e-03 6.124460e-04   -1.869513e-03 8.688870e-04   -6.385831e-04 5.589052e-04 -4.209215e-03 3.024642e-04
1.667333e+01   1.673596e-04 1.150956e-03   -1.632278e-03 8.079864e-04   -3.962110e-04 3.398709e-04 -1.861130e-03 1.619072e-03
1.757840e+01   -6.590756e-04 1.919233e-03   -1.568440e-03 5.396562e-04   -2.826291e-04 2.726475e-04 -2.510145e-03 2.186241e-03
1.849324e+01   -1.494761e-04 1.473425e-04   -1.167251e-03 2.284686e-04   -5.398835e-05 8.654575e-05 -1.370715e-03 1.676719e-04
1.941649e+01   4.091312e-04 9.324910e-04   -9.087995e-04 1.117771e-03   2.608154e-04 2.800342e-04 -2.388529e-04 9.475458e-05
2.034699e+01   6.723793e-04 2.156961e-04   -7.705490e-04 2.028041e-03   2.596239e-04 3.441965e-04 1.614543e-04 1.899540e-03
2.128380e+01   4.908781e-04 1.085968e-03   -4.398858e-04 2.852097e-03   3.761968e-05 4.759513e-04 8.861193e-05 3.462114e-03
2.222611e+01   -3.893293e-04 8.662725e-04   -1.943530e-04 3.453855e-03   -8.661385e-05 7.850134e-04 -6.702961e-04 3.535114e-03
2.317326e+01   -6.399060e-04 1.287939e-03   8.468636e-05 3.768726e-03   -5.371867e-05 9.229662e-04 -6.089383e-04 4.133699e-03
2.412468e+01   9.709962e-04 9.484500e-04   3.616583e-04 4.245997e-03   4.448624e-05 1.264104e-03 1.377141e-03 3.930343e-03
2.507987e+01   2.295119e-03 3.725536e-04   1.838342e-04 4.332669e-03   2.777562e-04 1.430842e-03 2.756709e-03 2.529274e-03
1.148913e+01   -5.427352e-03 1.393812e-03   -2.014683e-03 4.189027e-04   -9.211364e-04 3.939533e-05 -8.363171e-03 1.852110e-03
1.220656e+01   -2.272994e-03 5.469589e-04   -1.484249e-03 5.131159e-04   -5.069167e-04 1.845447e-04 -4.264159e-03 8.755300e-04
1.296148e+01   -4.572667e-04 1.104737e-03   -1.277759e-03 4.800750e-04   -1.877683e-04 5.098925e-04 -1.922794e-03 1.134555e-03
1.374773e+01   -1.584522e-03 1.104343e-03   -1.597128e-03 5.706770e-04   -1.446740e-04 6.358224e-04 -3.326324e-03 1.169488e-03
1.456022e+01   -1.764667e-03 1.533600e-03   -1.795158e-03 7.226137e-04   -3.444886e-04 5.303010e-04 -3.904314e-03 1.341288e-03
1.539480e+01   -7.380764e-04 1.244538e-04   -1.938200e-03 7.821860e-04   -4.369264e-04 4.185061e-04 -3.113203e-03 4.881337e-04
1.624808e+01   -5.333898e-04 1.816711e-04   -1.919743e-03 6.675200e-04   -2.727294e-04 4.410255e-04 -2.725863e-03 4.081657e-04
1.711724e+01   7.571013e-04 1.175311e-04   -1.634072e-03 6.536478e-04   -6.936323e-05 4.480153e-04 -9.463340e-04 8.810146e-05
1.800000e+01   4.401197e-04 2.588395e-04   -1.424737e-03 4.014632e-04   3.815746e-05 4.284665e-04 -9.464601e-04 2.858428e-04
1.889444e+01   -7.924657e-04 6.159965e-04   -1.250637e-03 1.930703e-04   9.475892e-05 1.664564e-04 -1.948343e-03 2.564699e-04
1.979899e+01   1.333241e-04 6.627346e-04   -1.125521e-03 9.514168e-04   3.553416e-04 2.478722e-04 -6.368553e-04 4.081009e-05
2.071232e+01   -3.490071e-04 1.412555e-03   -9.805986e-04 1.607372e-03   3.830726e-04 4.236893e-04 -9.465331e-04 2.288723e-04
2.163331e+01   -3.129592e-04 6.185872e-04   -6.597688e-04 2.333091e-03   7.450022e-05 6.085506e-04 -8.982278e-04 1.105953e-03
2.256103e+01   -3.514506e-04 6.363146e-05   -4.867409e-04 2.832365e-03   -7.918254e-05 8.025017e-04 -9.173741e-04 2.093495e-03
2.349468e+01   6.979243e-04 2.167574e-03   -1.387326e-04 3.155656e-03   -4.044730e-06 6.047212e-04 5.551470e-04 4.718508e-03
2.443358e+01   -9.524645e-05 2.469323e-03   -5.222659e-05 3.651857e-03   -3.135822e-05 7.179825e-04 -1.788313e-04 5.403198e-03
2.537716e+01   1.803609e-03 2.286388e-03   -1.719496e-04 3.856904e-03   1.453798e-04 8.094605e-04 1.777039e-03 5.333831e-03
1.288410e+01   5.300295e-04 1.045082e-03   -1.098719e-03 4.626325e-04   -7.370059e-05 4.952694e-04 -6.423897e-04 1.077719e-03
1.360147e+01   9.133708e-04 7.515355e-04   -1.018187e-03 5.094207e-04   1.101016e-04 6.990167e-04 5.285577e-06 9.411315e-04
1.435270e+01   -3.167853e-04 1.310046e-03   -1.237175e-03 5.286112e-04   -8.244528e-06 7.506130e-04 -1.562205e-03 1.532048e-03
1.513275e+01   -2.151064e-03 1.550023e-03   -1.660374e-03 5.873719e-04   -2.584517e-04 5.239758e-04 -4.069890e-03 1.486627e-03
1.593738e+01   -1.076560e-03 3.150382e-04   -2.104526e-03 5.122519e-04   -1.533065e-04 3.743906e-04 -3.334393e-03 1.771769e-04
1.676305e+01   -1.623650e-03 4.125054e-04   -2.030471e-03 4.430287e-04   -4.436770e-05 5.415965e-04 -3.698489e-03 5.110732e-04
1.760682e+01   -2.115826e-04 5.285304e-04   -1.627957e-03 4.271082e-04   1.663855e-04 6.203177e-04 -1.673154e-03 7.217398e-04
1.846619e+01   3.519710e-04 1.591909e-03   -1.386667e-03 2.924310e-04   3.805456e-04 6.626694e-04 -6.541503e-04 1.962147e-03
1.933908e+01   5.648800e-04 5.003560e-04   -1.378968e-03 2.396056e-04   5.133951e-04 2.732832e-04 -3.006930e-04 1.013245e-03
2.022375e+01   1.155695e-03 1.182814e-03   -1.420249e-03 8.397241e-04   6.767525e-04 1.098226e-04 4.121987e-04 4.529122e-04
2.111871e+01   1.200707e-03 1.971319e-03   -1.233924e-03 1.259434e-03   5.925534e-04 2.980995e-04 5.593364e-04 1.009985e-03
2.202272e+01   -6.378026e-04 1.718313e-03   -1.039157e-03 1.642437e-03   1.645671e-04 5.122307e-04 -1.512392e-03 5.881070e-04
2.293469e+01   -5.565350e-04 1.221374e-03   -9.977973e-04 2.183789e-03   -1.403831e-05 7.543726e-04 -1.568371e-03 2.080422e-04
2.385372e+01   -5.951699e-04 1.722476e-03   -5.535460e-04 2.561995e-03   2.377189e-05 4.439034e-04 -1.124944e-03 3.840567e-03
2.477902e+01   4.414325e-04 2.814919e-03   -1.943809e-04 3.132711e-03   9.644582e-05 3.679659e-04 3.434974e-04 5.579664e-03
2.570992e+01   1.904352e-03 5.854943e-03   -2.581638e-04 3.322663e-03   2.673235e-04 1.852322e-04 1.913512e-03 8.992374e-03
1.428286e+01   1.487178e-03 8.961314e-04   -1.253285e-03 3.506960e-04   3.805254e-04 7.452693e-04 6.144184e-04 1.290705e-03
1.500000e+01   4.044641e-04 8.345262e-05   -1.497331e-03 1.453446e-04   1.440115e-04 5.673300e-04 -9.488553e-04 5.054381e-04
1.574802e+01   -1.293583e-03 2.563322e-05   -1.712113e-03 2.715633e-04   -1.705034e-04 3.936501e-04 -3.176199e-03 9.645363e-05
1.652271e+01   -2.467378e-03 3.844140e-04   -2.057470e-03 2.563199e-04   -1.322186e-04 4.173286e-04 -4.657067e-03 5.454228e-04
1.732051e+01   -3.239176e-04 1.261393e-03   -1.971895e-03 3.419020e-04   1.670589e-04 5.783878e-04 -2.128754e-03 1.497879e-03
1.813836e+01   5.321256e-04 5.444764e-04   -1.532375e-03 3.403153e-04   4.489205e-04 5.076124e-04 -5.513285e-04 3.771793e-04
1.897367e+01   6.391620e-04 6.311232e-04   -1.291829e-03 1.321745e-04   6.508821e-04 3.845735e-04 -1.784673e-06 8.835222e-04
1.982423e+01   3.896262e-04 3.162387e-04   -1.492595e-03 3.559358e-04   7.885677e-04 7.168187e-05 -3.144014e-04 1.113790e-04
2.068816e+01   2.108466e-03 1.019865e-03   -1.677404e-03 7.134246e-04   1.023360e-03 2.975247e-05 1.454422e-03 3.361929e-04
2.156386e+01   1.328736e-03 4.420484e-04   -1.454764e-03 7.945844e-04   8.703746e-04 7.058978e-06 7.443465e-04 3.595950e-04
2.244994e+01   -1.701255e-03 6.188876e-04   -1.305723e-03 9.675010e-04   3.551671e-04 2.298910e-04 -2.651811e-03 1.187224e-04
2.334524e+01   -2.566730e-03 1.770977e-03   -1.199509e-03 1.384829e-03   2.617009e-05 6.243242e-04 -3.740069e-03 1.010472e-03
2.424871e+01   -9.406587e-04 3.778346e-05   -6.441055e-04 1.769903e-03   9.710598e-05 6.479819e-04 -1.487658e-03 1.084137e-03
2.515949e+01   4.490466e-04 1.965036e-03   -9.813124e-05 2.238908e-03   1.588135e-04 5.600226e-04 5.097289e-04 3.643921e-03
2.607681e+01   5.592059e-06 2.413994e-03   -1.814145e-04 2.365794e-03   1.897895e-04 4.421262e-04 1.396704e-05 4.337662e-03
1.568439e+01   -1.766402e-03 7.728398e-04   -1.938490e-03 2.384673e-05   -1.347609e-04 4.793920e-04 -3.839653e-03 3.172946e-04
1.640122e+01   -1.788524e-03 4.915109e-04   -2.070504e-03 2.203671e-04   -1.416851e-04 4.563635e-04 -4.000713e-03 2.555145e-04
1.714643e+01   -1.756413e-03 2.646119e-04   -2.129077e-03 3.792826e-04   2.031643e-05 5.727442e-04 -3.865174e-03 4.580735e-04
1.791647e+01   -1.113515e-03 8.374408e-04   -1.873030e-03 4.682079e-04   2.367545e-04 6.154787e-04 -2.749790e-03 9.847116e-04
1.870829e+01   3.947964e-06 6.189364e-04   -1.373532e-03 2.818891e-04   5.463889e-04 3.455376e-04 -8.231954e-04 6.825849e-04
1.951922e+01   6.729122e-04 3.290897e-04   -1.214406e-03 1.419324e-04   8.453934e-04 1.474819e-04 3.038997e-04 3.235402e-04
2.034699e+01   -8.836159e-04 2.740090e-04   -1.531472e-03 1.447699e-04   9.290844e-04 5.805862e-05 -1.486003e-03 7.118052e-05
2.118962e+01   -7.447172e-04 1.119698e-03   -1.756939e-03 2.052492e-04   9.696761e-04 2.011085e-04 -1.531980e-03 7.133401e-04
2.204541e+01   -3.434425e-04 8.788596e-06   -1.618286e-03 3.255685e-04   9.317450e-04 2.148532e-04 -1.029984e-03 5.316331e-04
2.291288e+01   -2.585164e-03 4.206513e-04   -1.328968e-03 4.876907e-04   4.718789e-04 5.336172e-05 -3.442253e-03 1.367767e-05
2.379075e+01   -1.728045e-03 1.635640e-03   -8.940437e-04 5.158693e-04   2.550024e-04 2.677921e-04 -2.367086e-03 1.387563e-03
2.467793e+01   4.242943e-04 4.938216e-04   -3.532448e-04 7.853236e-04   1.750783e-04 5.733041e-04 2.461278e-04 2.818021e-04
2.557342e+01   1.298399e-03 1.140930e-03   1.291279e-04 1.119393e-03   1.818217e-04 6.803954e-04 1.609349e-03 1.579928e-03
2.647640e+01   1.488688e-03 5.205896e-04   1.243434e-04 1.058575e-03   2.441850e-04 6.364618e-04 1.857216e-03 9.427026e-04
1.708801e+01   -7.601416e-05 2.674004e-04   -2.038658e-03 2.289403e-04   -2.780352e-05 3.497018e-04 -2.142476e-03 3.881619e-04
1.780449e+01   -6.244081e-04 2.867879e-04   -1.732883e-03 4.872706e-04   4.009725e-05 5.063303e-04 -2.317194e-03 3.058476e-04
1.854724e+01   6.563759e-04 1.679078e-03   -1.409553e-03 7.390913e-04   4.462925e-04 4.507335e-04 -3.068848e-04 1.967435e-03
1.931321e+01   1.033772e-03 1.038247e-03   -1.145220e-03 6.721935e-04   8.390094e-04 2.798112e-04 7.275616e-04 1.430629e-03
2.009975e+01   4.618233e-04 2.053591e-03   -1.145926e-03 5.439972e-04   1.161589e-03 1.390988e-05 4.774859e-04 2.583678e-03
2.090454e+01   5.589414e-04 5.519202e-04   -1.263671e-03 4.642166e-04   1.200934e-03 2.715155e-04 4.962042e-04 7.446212e-04
2.172556e+01   -3.851950e-04 1.861082e-04   -1.525758e-03 2.843482e-04   1.207767e-03 4.976209e-04 -7.031861e-04 3.993809e-04
2.256103e+01   -7.698848e-05 2.137566e-04   -1.503578e-03 1.240199e-04   1.207669e-03 3.532383e-04 -3.728977e-04 1.546186e-05
2.340940e+01   -1.936831e-03 4.282722e-04   -1.060698e-03 1.116140e-04   7.327331e-04 1.992553e-07 -2.264797e-03 3.164589e-04
2.426932e+01   -5.469408e-04 7.066750e-04   -4.450601e-04 9.996664e-05   4.527348e-04 1.186991e-04 -5.392660e-04 6.879425e-04
2.513961e+01   1.379116e-03 1.196823e-03   6.226587e-05 3.510892e-05   2.298344e-04 2.860779e-04 1.671217e-03 8.756366e-04
2.601922e+01   1.742341e-03 5.642649e-04   4.283255e-04 3.741924e-05   1.002323e-04 5.246036e-04 2.270899e-03 2.242039e-06
2.690725e+01   5.784964e-04 6.646417e-04   3.752917e-04 8.399658e-05   1.692879e-04 5.403040e-04 1.123076e-03 4.034121e-05
1.849324e+01   -1.388866e-04 1.656756e-03   -1.038697e-03 8.095082e-04   -1.388238e-04 4.914840e-04 -1.316408e-03 1.974780e-03
1.920937e+01   -5.318330e-04 2.269269e-03   -7.584436e-04 1.198436e-03   1.682179e-04 5.192140e-04 -1.122059e-03 2.948491e-03
1.994994e+01   -2.912118e-04 1.935902e-03   -7.156000e-04 1.379694e-03   6.392434e-04 4.705349e-04 -3.675685e-04 2.845061e-03
2.071232e+01   1.098775e-03 1.430519e-03   -8.270980e-04 1.055352e-03   1.095264e-03 1.710913e-04 1.366941e-03 2.314779e-03
2.149419e+01   1.149120e-03 5.233821e-05   -8.981099e-04 6.294166e-04   1.312497e-03 3.243296e-04 1.563507e-03 3.574253e-04
2.229350e+01   -5.316230e-04 4.409408e-04   -9.303666e-04 3.105719e-04   1.273303e-03 4.324925e-04 -1.886865e-04 5.628614e-04
2.310844e+01   -7.115031e-04 6.483622e-04   -8.224908e-04 3.154903e-04   1.176298e-03 4.892105e-04 -3.576959e-04 8.220823e-04
2.393742e+01   -5.598201e-04 1.620859e-03   -3.819947e-04 4.509451e-04   7.862859e-04 4.723438e-04 -1.555289e-04 1.642258e-03
2.477902e+01   5.332808e-04 1.978304e-03   -1.114577e-05 7.429445e-04   5.717289e-04 4.084846e-04 1.093864e-03 1.643844e-03
2.563201e+01   4.744981e-04 7.826986e-04   3.990033e-04 9.973005e-04   2.191569e-04 2.582545e-04 1.092658e-03 4.365256e-05
2.649528e+01   -8.395026e-05 8.318794e-04   5.937810e-04 1.182217e-03   -8.794736e-05 3.646025e-05 4.218834e-04 3.138774e-04
2.736786e+01   7.356072e-04 9.701034e-04   5.474101e-04 1.211082e-03   4.054950e-05 2.236192e-04 1.323567e-03 2.404805e-03
1.989975e+01   -2.635414e-03 1.253850e-03   -4.013165e-04 1.613330e-03   1.058549e-04 6.790525e-04 -2.930876e-03 2.188127e-03
2.061553e+01   -2.571510e-04 1.115639e-03   -1.510674e-04 1.915765e-03   3.360109e-04 7.271038e-04 -7.220758e-05 2.304301e-03
2.135416e+01   1.168133e-03 1.741093e-03   -9.988001e-05 1.441207e-03   7.378579e-04 3.946256e-04 1.806111e-03 2.787675e-03
2.211334e+01   2.136907e-03 1.768903e-03   -1.448743e-04 7.370679e-04   1.213279e-03 2.544226e-04 3.205311e-03 2.251548e-03
2.289105e+01   -2.011320e-04 9.061987e-04   -3.346382e-05 1.913661e-04   1.140609e-03 2.357311e-04 9.060134e-04 8.618338e-04
2.368544e+01   -5.106030e-04 5.501160e-04   1.033053e-04 1.232452e-04   1.005256e-03 4.184764e-04 5.979581e-04 8.453471e-04
2.449490e+01   -2.429152e-04 2.083346e-04   3.028725e-04 5.832338e-04   7.154212e-04 5.130348e-04 7.753786e-04 2.785336e-04
2.531798e+01   -1.132028e-04 4.274517e-04   3.952635e-04 1.176257e-03   4.185225e-04 5.815921e-04 7.005832e-04 1.022116e-03
2.615339e+01   4.688794e-04 1.249669e-03   6.099876e-04 1.423570e-03   6.147460e-05 6.570304e-04 1.140342e-03 4.831290e-04
2.700000e+01   -1.397064e-03 2.583722e-04   7.820124e-04 1.464229e-03   -4.256242e-04 4.605628e-04 -1.040675e-03 1.262038e-03
2.785678e+01   8.080913e-04 1.039126e-03   8.413832e-04 1.551798e-03   -2.688561e-04 3.631568e-04 1.380618e-03 2.227767e-03
2.130728e+01   7.024075e-04 9.972851e-04   6.518973e-04 1.960784e-03   1.878475e-04 8.094594e-04 1.542152e-03 2.148609e-03
2.202272e+01   7.897655e-04 9.420901e-04   1.021928e-03 1.569786e-03   2.689475e-04 6.832319e-04 2.080641e-03 1.828644e-03
2.275961e+01   6.300294e-04 3.143715e-03   9.774017e-04 9.101401e-04   5.374670e-04 3.680881e-04 2.144898e-03 3.685767e-03
2.351595e+01   -9.906565e-04 1.987942e-03   9.343083e-04 1.851877e-04   6.150683e-04 2.769762e-04 5.587201e-04 1.896153e-03
2.428992e+01   1.078751e-03 6.526363e-04   1.016783e-03 1.414980e-04   7.523601e-04 5.455754e-04 2.847894e-03 1.056714e-03
2.507987e+01   1.165539e-03 5.772462e-04   1.247385e-03 5.121641e-04   4.316835e-04 6.345074e-04 2.844607e-03 6.995895e-04
2.588436e+01   -4.057119e-04 3.981107e-04   9.379886e-04 1.159895e-03   1.099209e-04 7.917009e-04 6.421976e-04 2.991653e-05
2.670206e+01   -4.066195e-04 1.993584e-03   7.738179e-04 1.387712e-03   -2.144812e-04 9.685481e-04 1.527172e-04 1.574420e-03
2.753180e+01   3.083555e-04 5.002090e-05   8.332378e-04 1.266534e-03   -5.654029e-04 8.118279e-04 5.761903e-04 5.047272e-04
2.837252e+01   -1.057128e-04 1.413525e-03   9.621952e-04 1.273123e-03   -6.591998e-04 6.958732e-04 1.972827e-04 1.990776e-03
2.271563e+01   -1.272558e-03 1.942681e-03   1.744293e-03 1.347125e-03   -1.043630e-04 6.789132e-04 3.673715e-04 2.610892e-03
2.343075e+01   -3.125181e-04 3.185948e-03   1.945300e-03 9.540449e-04   -3.685728e-05 4.771705e-04 1.595925e-03 3.662823e-03
2.416609e+01   4.108155e-04 1.180609e-03   1.922951e-03 3.637671e-04   1.973219e-04 5.578144e-04 2.531088e-03 9.865612e-04
2.491987e+01   2.966941e-03 1.740445e-04   1.839846e-03 3.347557e-04   5.049635e-04 8.153252e-04 5.311750e-03 6.546140e-04
2.569047e+01   2.614810e-03 6.892403e-04   2.007713e-03 5.539114e-04   1.402936e-04 9.812032e-04 4.762817e-03 1.116532e-03
2.647640e+01   1.388331e-03 1.560019e-03   1.694492e-03 8.848918e-04   -2.178707e-04 1.025910e-03 2.864952e-03 1.701037e-03
2.727636e+01   4.957676e-04 1.071649e-04   1.375723e-03 1.225290e-03   -5.411010e-04 1.017882e-03 1.330390e-03 3.145736e-04
2.808914e+01   -1.611047e-04 1.541249e-03   1.085499e-03 1.241674e-03   -7.763236e-04 1.036934e-03 1.480705e-04 1.745989e-03
2.891366e+01   -1.297866e-04 9.597869e-04   1.149449e-03 1.141151e-03   -9.139634e-04 1.034058e-03 1.056986e-04 1.066880e-03
2.412468e+01   -2.135244e-03 3.412098e-03   2.453740e-03 7.970350e-04   -4.225564e-04 6.159090e-04 -1.040600e-04 3.593224e-03
2.483948e+01   -7.048786e-05 6.043772e-05   2.562488e-03 5.301812e-04   -3.560363e-04 9.242731e-04 2.135964e-03 3.336542e-04
2.557342e+01   3.171615e-03 1.397087e-03   2.490931e-03 2.370030e-04   -9.352163e-05 9.947847e-04 5.569024e-03 2.154868e-03
2.632489e+01   1.514873e-03 1.072395e-03   2.619394e-03 2.563496e-04   -5.253532e-04 9.442360e-04 3.608915e-03 1.760282e-03
2.709243e+01   1.722082e-03 5.900841e-04   2.537966e-03 4.243911e-04   -7.693977e-04 6.918823e-04 3.490650e-03 3.225929e-04
2.787472e+01   4.061480e-04 2.323834e-03   2.142044e-03 5.014701e-04   -1.005103e-03 5.915984e-04 1.543089e-03 2.233705e-03
2.867054e+01   -1.499065e-03 3.242668e-04   1.790911e-03 5.496740e-04   -1.344852e-03 7.838299e-04 -1.053007e-03 9.011092e-05
2.947881e+01   -8.982858e-04 2.947705e-04   1.773903e-03 4.558275e-04   -1.394967e-03 8.054836e-04 -5.193496e-04 6.444266e-04
2.553429e+01   -2.134595e-03 1.984164e-03   2.891654e-03 4.443961e-04   -9.458392e-04 1.036784e-03 -1.887806e-04 2.576553e-03
2.624881e+01   1.179232e-03 1.591918e-03   3.002806e-03 6.037889e-05   -9.107279e-04 7.978868e-04 3.271310e-03 2.450184e-03
2.698148e+01   1.166488e-03 1.742945e-03   3.100182e-03 1.763546e-04   -1.069153e-03 6.465393e-04 3.197516e-03 2.565839e-03
2.773085e+01   2.539286e-03 2.129280e-04   2.874301e-03 2.493141e-04   -9.759905e-04 3.021005e-04 4.437596e-03 3.384866e-04
2.849561e+01   7.429031e-04 2.399605e-04   2.305998e-03 4.349737e-04   -1.174573e-03 2.876834e-04 1.874329e-03 4.826965e-04
2.927456e+01   -9.217275e-04 6.419627e-04   1.946943e-03 6.355798e-04   -1.435147e-03 8.111695e-05 -4.099317e-04 7.473405e-05
3.006659e+01   -1.204532e-03 2.448781e-04   1.906242e-03 7.822591e-04   -1.523166e-03 3.892326e-05 -8.214556e-04 1.066060e-03
